id	Text
1672	nausea and fatigue the first week at 30mg, but went away during next week of 60mg Nervous energy.
1673	slight weight gain.
1674	mild nausea and stomach upset, mild headache.
1675	can't be sure since I am on many RX's but I think weight gain other than that nothing.
1676	It made me so mentally ill I almost ended up in a psych ward.
1677	I lost weight considerably and shook all the time.
1678	I had terrible anxiety the whole time, the worst kind of anxiety I've ever experienced.
1679	Also tardive diskenesia was becoming very prevalent.
1680	Tobacco cravings were rampant.
1681	I never felt at ease or comfortable, I was constantly on edge and wanted to cry.
1682	"Sleepy, constipated, unable to orgasm, felt ""out of body"" most of the time."
1683	Extreme irritability, weight gain and sleepless are just a few side effects of this horrible drug.
1684	Sure it helps depression because it makes you not give a rats ass about anything!
1685	I tried to kill myself witch mad no sense since I LOVE MY LIFE!
1686	The effexor worked great at first and then slowly i started to sleep more and feel more and more depressed, I also started having weird behavior.
1687	I never tried to hurt myself before this drug, o
1688	constipation, drastic mood swings, 100% helped my anxiety and panic.
1689	Apathy, memory loss, blurred vision, insomnia, nightmares, sexul dysfunction, shivers and shakes and the list goes on.
1690	"sexual side effects, nausea, drowsiness, ""brain zaps"", dizziness, weight gain."
1691	high blood pressure and high pulse.
1692	While on 225 mg Effexor, BP averaged 140/80 and pulse ranged from 85 to 105-resting rate!
1693	Lost 7 lbs the 3 months I was on it; must have sped up my metabolism too.
1694	These numbers only added to my anxiety.
1695	Restlessness, anxiety, persistent thoughts of death and suicide.
1696	suicidal/homicidal hopeless thoughts, irrational broke a tooth grinding them incessantly, erratic menstrual periods, intense dreams that I could not tell from reality and could not wake from.
1697	Sleepiness and bouts of sleeplessness extreme lethargy developed diabetes type II high blood pressure and was hospitalized twice when trying to ween off of the drug.
1698	At first it was okay because I didn't feel as anxious as I usually did, Eventually, I began to have hand shakes and once in a while my body feels out of sync.
1699	I no have problems with anemia because I am always bleeding,Dr's have not suggested effexor as the culprit, but it is the only medicine I take and it will not go away.
1700	I am the biggest I have ever been.
1701	vision problems, the more I took it there would be vibration in my eyes, confusion.
1702	DO NOT TAKE THIS CRAP IT HAS RUINED MY LIFE,  CANNOT DRIVE.
1703	FEEL NUMB ALL THE TIME.
1704	tired, thirsty,, wasnt helpful
1705	"Complete loss of sexual function, personality disorder, ""brain freeze"" (Google for more info); others too numerous to mention (and which I'm trying to forget!)."
1706	I fired her and went back to my previous (male) GP, telling him if he didn't get me off this vile stuff I would hurt myself or someone else.
1707	Wanted to kill myself several times while on this drug, when I hadn't been suicidal before.
1708	The side effects were insomnia, night sweats, dizziness, headaches, palpitations and lower right abdominal pain.
1709	I am now trying to cut back and on top of all those symptoms I am very itchy, shaky and miserable.
1710	No wonder I suffered so many side effects.
1711	Have not slept the whole time I have been on the medication.
1712	Nightmares, Dizziness, Dry Mouth,Suicide thoughts, Hot flushes,Addictive.
1713	weight gain, muscle weakness/soreness, anxiety.
1714	This medication does more harm then good.
1715	then I began to have problems sleeping and started crying easily for no reason.
1716	I wasn't hungry, but gained a lot of weight.
1717	wight gain, water retention, vivd dreams/ nightmares, crying, shaking, brain tremors or shocks, ( iseriously do not know how to adequtly describe it but it is debilitating), leg twitching, arm twitching, blurred vision, eye strain, think things hapened that really din not!, believe dreams to be true the next day, crying, memory loss, confusion, my husband has no compassion to my withdrawal symptoms.
1718	Erectile disfunction, delayed orgasm, lack of libido.
1719	Feel disconnected from my emotions, apathetic, no creativity or motivation, can't focus, Extremely tired, loss of appetite, slight twitching, agitated, slight abdominal pain.
1720	The side effects alone make my previous bouts of depression seem pleasant.
1721	Weight gain, insomnia, heart pains, dizziness, suicidalness, zero sex drive, numbness.
1722	Have had absolutely no sex drive whatsoever, am completely dead from the waist down, feel like it has ruined my sex drive for life, as even now i have not had it for 5 days, i still feel nothing whatsoever.
1723	& I slept 2 hours.
1724	"After waking up, I had severe nausea & a bad headache,  Off & on that evening I was ""spacey"" and moved very slow, but I knew what was going on,  This morning, I did not hear my alarm go off for work, woke up 1 1/2 later, called boss, told her what was going on & was only late 30 min."
1725	I am typing this slowly & I barely know what's going on.
1726	Grind teeth at night, strange dreams, tired, can not miss a single dose or I feel awful, withdrawn, moody, and have begun to see them in my stool.
1727	Side effects are way to extreme, E-mail me if you have experianced the same things.
1728	Increased suicidality and suicidal ideation.
1729	Increased memory of dreams (waking during REM cycle) and thus constant tiredness.
1730	Change in personality .
1731	increased irritability, increased agressiveness.
1732	At no point was I warned that my personality would change and I would loose my social network.
1733	At no point was I informed that it *was* addictive in humans, despite non-human testing showing otherwise.
1734	under statement of the year SEXUAL PROBLEMS!
1735	Until I used this male killing drug, just so you know, because no one really described it.
1736	Bipolar depression anxiety 95% erection and 95% orgasm, Heavy drinking night, 75% having an erection and 75% orgasm, Illegal drugs, Speed 85% erection and 10% orgasm, Bipolar depression anxiety 95% erection and 95% orgasm, Effexor XR 65% erection 2% orgasm even when trying for 4 hours plus!
1737	I felt like as if i am watching my life from outside, unbearable pressure and headaches in the evening, non stop nausea, no appetite, hot flashes and shivering, clamsy hands, tingling on arms and legs,electric shocks, disorientated,loss of concious memory, nigtmares, fatigue, more depressed than ever,no sex drive,i felt like a zombie in hell.
1738	Strange itchy rash on my skin-scared for life now.
1739	"swelling of legs and ankles, eventually entire body, bloating, constipation, loss of ""caring""."
1740	no sex drive,  insane sweating, dizzyness, heart palpatations.
1741	Weight gain, increased appetite.
1742	tremors,dizziness,headaches,anger,fits of rage, electrical shocks throughout whole body.
1743	Then side effects made me feel like hell.
1744	I wish I had never started taking it,  Terrible fatigue, malaise, asthma, lump in lower intestinal wall, sinus problems, muscles bones and joints so sore I cry.
1745	I feel like right side of my brain is numb, neck hurts horribly, and I'm short winded.
1746	drowsiness, delirium, constipation, fatigue, weakness, listlessness, insomnia.
1747	Suicidality increased dramatically in the first three weeks.
1748	"Then additional side effects of ""erratic behaviour"" Suicide was successful."
1749	Successful suicides result.
1750	BIG TIME BRAIN ZAPS, DRY MOUTH ,WEIGHT GAIN ,SUICIDE THOUGHTS , LEG AND ARM TINGLING, HAIR LOSS, CHEST PAINS, GAS, YOU NAME IT I FELT ALMOST ALL SIDE EFFECTS.
1751	suicidal thoughts, constipation, dry mouth, lost of short term memory, etc.
1752	It made me crazy.
1753	I felt weird on this medicine and wanted to die.
1754	Caused psychotic episodes, and had horrible withdrawal symptoms.
1755	sleeplessness, 'fuzzy thinking', lack of concentration, lack of memory, unrational behvaviour, extreme anger/agitation, oh ya, sweats too .
1756	my mood swings were extreme , yelling, cursing, swearing .
1757	throwing things across the room in anger .
1758	the med made me more anxious than before , agitation, sleeplessness .
1759	i suppose if i had not been on the effexor, i would have been clear-headed enough to know not to take anything else, but i couldn't form a coherent thought for the life of me .
1760	i was off work for the longest time, finally got back to work and tried to wean off the med , that's when it really hit the fan .
1761	Weight gain ( 20 pounds in 6 months )adverse sexual side effect, loopy when trying to come off of it, threw up many times a week within an hour of taking med.
1762	not good due to weight gain, when coming off of it you feel OUT OF IT- sometimes I am even scared to drive a car because I feel so off.
1763	"tired all the time, no sex drive, unable to reach orgasm, didn't care about a thing, And, if you think the side effects are hell, just wait until you try and go off it,  OMG, the nightmares, the insane DIZZINESS, the brain ""SHOCKS"" ."
1764	The drug caused me to have NO sex drive and NO emotions.
1765	When I should have been crying, I had no desire.
1766	I felt great, but needed to try another anti-depressent to help with my sex drive.
1767	loss of sex drive and ablity,dont care about anything.
1768	i went from freaking out about every thing to couldn't care less.
1769	i gained some weight but nothin to rave about.
1770	loss of friends and made my relationship with family hard.
1771	These shocks radiated from my forehead, to my teeth, and then the rest of the way down my body.
1772	They were so bad I would involuntarily turn my head.
1773	I experienced weight gain and loss of sex drive.
1774	Only fatigue and sexual side effects while taking it, during withdrawal I have shortness of breath, dizziness, light headedness, brain zaps, bouts of nausia, sweating, very strange dreams, some nightmares, mood swings, and lots of drowsiness.
1775	Suicidal thoughts and attempts, Dreadful withdrawal-nearly ruined my life and continues to be a huge problem.
1776	extreme fatigue, lack of motivation, wanting to sleep/rest all the time, sweating, hot flashes, weight gain, headaches, short term memory lapses electric shock/brain zap feelings with even 1 missed dose.
1777	The side effects have been terrible.
1778	severe constipation, weight gain, nightmares, hypothyroidism, and another.
1779	It's simply a cover up your feelings drug,seriously, don't take it!
1780	Crying, brain zaps, nausea, vomiting, serious mood swings,ect.
1781	no sex drive, weight gain, o
1782	anxiety, o
1783	Felt like on an LSD badtrip, but way worse.
1784	Made me even more suicidal.
1785	Inability to gain an erection without significant physical stimulation from partner; even then, orgasm was infrequent.
1786	I began to get twitches that felt like bodily electricity, which was not only startling and uncomfortable, but also led to me developing an incapacitating social anxiety that used to be only nominal, and i still retain a modified form of the latter two side effects to this day (it's been a year and a half).
1787	I had to begin taking a different prescription (Lamictal) to counteract the side effects that it gave me for a couple months longer than I was on Effexor XR, and now they are TOLERABLE, but I still feel a social anxiety unlike anything I'd ever experience before.
1788	When I get nervous (which is often) my body will literally move in coordination with other people's bodies.
1789	I used to describe it as if vague, kind of abstracted strings were pulling me and everyone else around me in accordance with eachother.
1790	I was a ZOMBIE!
1791	Totally numb, couldn't summon any feelings, even toward my partner.
1792	Put on a huge amount of weight,  Constantly constipated,  Not motivation.
1793	Exhaustion that was so bad I couldn't get out of bed.
1794	Panic attacks came back.
1795	"Horrible insomnia, shakes, the ""brain shivers"" many talk about, and I couldn't sit still."
1796	I lost over 50 lbs in the last 6 months just from lack of eating or throwing up what I did eat.
1797	The doctor knew I was on Steroid inhalers and a smoker when not pregnant, but did nothing when my blood pressure skyrocketed but double my dose.
1798	I had to stop working because I work in Tech/IT and I couldn't stare at a computer screen or focus my eyes without becoming violently nauseous, Horrible vertigo .
1799	I felt like I was always in a bad hash high and scarily disconnected from my body.
1801	always tired but cannot sleep at night, i wake up every hour.
1802	have to take sleeping pills with it.
1803	no desire to have sex, cannot orgasim, currently hurts to have sex.
1804	nausea in the morning, hot all the time all day long, long very detailed dreams like watching a movie, shortness of breath, fatigue, some night sweats, not feeling happy or sad, just dont care, at first was in a good mood no irritability but currently having mood swings, o
1805	Please do not take this drug, I started taking it for depression and after just 5 days my hair has fallen out at the front I now have a huge bald patch.
1806	One of the side effects is Alopecia.
1807	Hypertension.
1808	Extreme anxiety attacks lasting for 3 full days and nights .
1809	I have been on Avanza (60mg) for about 18 months, and the doctor recently recommended adding 75mg of Efexor in the morning, and reducing the Avanza to 30mg at night, First day (Wednesday) was fine, second day (Thursday) i started getting anxiety attacks every couple of hours, leading up to around lunchtime when i found myself to be extremely agitated and in a permanent state of anxiety, the likes of which i have never experienced before .
1810	shakes, very panicky, extremely agitated and nervous, etc.
1811	Friday i was in two minds about taking the pill, but did it anyway, and the anxiety just didn't stop.
1812	I have not taken the effexor since Friday morning, it is now Monday and i am JUST starting to lose the anxiousness, not to mention the feeling of total exhaustion and loss of sleep.
1813	The side effects are easily found on the net, so if you are a first timer, be wary of the side effects.
1814	Gained 50 pounds when I have never been overweight in my life.
1815	Also had no sexual desire.
1816	felt like i was inside screaming and nobody could hear me, teeth grinding, sweating like mad, hot hot hot, weight gain, headaches and general feeling of tiredness.
1817	At first it was ok, and then once i got on the 75 mg a day, it really changed, nausea feeling, hadache, no sex drive.
1818	i felt as if i needed to be doing something all of the time.
1819	weight gain, dry mouth, decreased libido.
1820	Felt flat and no interest in life, Didn't make me any happier or less anxious.
1821	Side effects were awful - antibiotics for ulcers and ear ache, stomach cramps, period screwed up.
1822	intense increase in anxiety and agitation.
1823	seems that effexor caused an episode of hypomania with extreme anxiety resulting in increased depression; not a good mix for my condition; regime includes lithium (1500mg); lamictal (300mg); buspar (50mg); abilify (15mg)
1824	increased sleepiness, intense weight gain.
1825	it helped with my depression and some with my anxiety, but i gained 35 lbs!
1826	never felt satisfied after eating.
1827	BAD sweating!
1828	weight loss at the very beginning.
1829	Very tired and nervous, And Diarrhea. 
1830	trouble sleeping-still depressed.
1831	Lethargy, low libido, dont want to do anything.
1832	Overall stoned feeling, tingly sensations, confused, could not stop crying, dizzy and disoriented.
1833	These drugs really change a person, from their mood, to their personality.
1834	They alter your thinking, and basically just mask the problem.
1835	I would rather feel myself, and have anxiety than to feel like a zombie.
1836	When I whent fron efexor xr 75 to 150 inmeditely i start feeling very warm in the stomag and sleppless in about three weeks after I en up in the emmergency room with 57 of hemoglobin concentration out of 135 they have to give me 4 bags of blood and I stayed there for three days, during those days I did not take the efexor but on the fourth day when I came out of the hospital I was feeling very dizzy so I took the efexor again with food in the morning and later I eat two kiwis and I felt so much pain in the ulcer caused by efexor that I had to drink a lot of milk to calm down the horrible pain.
1837	I have never had stomacal problems prior to efexor until now so I am goin to stop taking it but taping it down I let you know how I recover from my ulcer and the other side effects.
1838	Sleepiness Dizziness Constipation Raised blood pressure Fatigue
1839	Over the course of months I gained 20 pounds, tried to get off the meds 3 times had had such awful side effects, electric shocks through body, blurred vision, major headaches.
1840	I confused the awful side effects for feeling more depressed & more anxious, so my doctor upped my dose.
1841	Then I just couldn't handle the headaches it caused, so my doctor lowered my dose gradually over the last two years or so.
1842	Since taking Effexor, my life has been miserable, Can't sleep when I want to, can't stay awake when I want to, lethargic, dizzy, blurred vision, extreme fatigue, extreme increase in appetite.
1844	Drowsy throughout the day, sleeping for a long time, weird dreams, heart palpitations, minor muscle spasms, lower libido, skipped periods often, heavy periods when I did get them, migraines, feeling slightly more aggressive, lowered mental capacity.
1845	I felt even less motivation to direct it towards anything productive.
1846	My inability to think correctly lead me to get frustrated when I tried to get work done, and also lead me to being more rash with decision making.
1847	Sleeping more did not affect my sleep schedule.
1848	In other words; I was up for less hours at a time.
1849	Weird dreams is honestly the only good thing about this drug for me.
1850	The amount of side effects sure made life even less fun than it already was.
1851	Low sex drive/cloudy head/unable to lose weight.
1852	Increased fatigue, insomnia accompanied by increased nighttime anxiety, brain zaps, crying spells.
1853	The side effects have been manageable compared to lexapro and celexa.
1855	cant sleep, sweating, feel sick and dizzy, feel like im zoning out all the time inbetween feeling sick and dizzy of course.
1856	headaches and insomnia. 
1857	nausea at first and clenching teeth,if i am a couple of hours late taking a dose i feel terrible ,sick,faint,shakey,really awful. 
1858	Day One - spacey, Day Two - nauseous, tight neck and head muscles, internal hot flushing accompanied by weakness and trembling, Day Three - nauseous, increased heart rate, warmer than usual, increased anxiety, Day Four - nauseous, digestive upsets, tight neck and jaw, prickling & tingling on skin, flushing, increased anxiety, experiencing zaps when falling asleep, woke in the middle of the night very hot, anxious, prickly, got scared, didn't take the med on Day 5, now decided I will try to tough it out, Day 6 - took it an hour ago.
1859	so far just tight neck and head muscles.
1860	It gave me horrible nightmares and I kept waking up.
1861	INTENSE JAW PAIN, TREMORS, INSOMNIA, LACK OF SEXUAL DESIRE, DRY MOUTH, MOOD SWINGS. 
1862	Have trouble with memory. 
1863	anxiety. 
1864	yawning, spaciness, dizziness, insomnia, affected my impulse control, increased appetite, headache.
1865	"BUT, hated the physical side effects, I took valerian (okayed by doctor) to offset the insomina - but weirdest was I realized only after I went off it how it affected my eating habits - I put on weight - around 10 lbs - in the 2.5 months on it - no impulse control and ""munchy"" syndrome - this was counterproductive as I had lost a lot and putting it on made me depressed!"
1866	Erectile dysfunction, delayed ejaculation, abnormal dreams, can't stay asleep,forgetting to eat, extreme nausea, headaches and reoccurence of ocular migraines.
1867	Thought most side effects would be gone.
1868	vivid nightmares, night sweats, loss of libido, other sexual dysfunctions, horrible withdrawel symptons, very little emotions regarding sinificant others, still have sleeping problems but i don't think effexor made it worse.
1869	i started on 75mg and made my way up to 150)  i may have gone too fast though becuase i got numb in my face and hands with tingles that sometimes would move up my arms and shoulders.
1870	Yet i had vivid nightmares that were really horrible and i started to get night sweats real bad.
1871	after a while though 150 started to lose its effectiveness and subsequently i got moved up to 225)  now i feel like an emotional wall.
1872	NO libido, fo anything/anyone.
1873	Initially sick all of the time.
1874	Now on it for three years and have gained 25 pounds.
1875	Decreased sex drive.
1876	Emotionally much better and able to function but getting depressed about the side effects.
1877	It has helped me to be a better parent but the side effects are getting to hard to handle.
1878	night sweats, insomnia but when I did fall asleep vivid dreams, teeth clenching, decreased motivation, irratibility.
1879	Nausea in morning, Dizziness, Heart rate increases quickly with exertion, occasional head rush, most distressing aspect is foggy thinking - sluggish thoughts.
1880	The first day I was extremely nauseous and almost fainted when lifting a heavy object.
1881	my slowed mindset has prevented excessive worrying which caused my feeling sad and pessimistic in the first place.
1882	I am nervous about this as I am uncomfortable with the loss of my cognitive capacity with this drug.
1883	Early on, naseau and sleeplessness.
1884	After a year and now on 225 mg I am sweating like crazy all the time, I get tingles in my hands and if I miss a dose I get dizzy and foggy and brain shivers.
1885	I have developed an ulcer given the medication is very hard on your stomach and recently had my eyes checked and now I have developed glaucoma (another lovely side effect of this drug) Never did get my sex drive back.
1886	Gained 40 pounds.
1887	This drug has changed my life but it has now become so problematic given all the negative side effects that I am not so sure it has changed my life for all the better.
1888	weight gain mostly and i think my dose is too high, when i was first put on it it was just 75mg and i have gradually increased it to 300mg sometimes - now i think this high dose has caused me to have an excessive appetitte.
1889	Constapation, vivid dreams.
1890	It has helped my depression, but I hate the weight gain, and I have a constant feeling/need to eat.
1891	I won't off this medicine due to the horrible side effects, withdrawl symptoms and weight gain.
1892	Its great for depression and anxiety, but I would not recommed it due to the horrible side effects and withdrawl symptoms.
1893	I have gained weight and find it very difficult to lose it.
1894	I am tired most of the time, still depressed and very sad.
1895	severe sleep disturbances, abnormal ejaculation, anorexia.
1896	Changes in sexual function once we got into the higher doses (I eventually was up to 375 mg), also began getting night sweats at the higher doses, which is ultimately why I stopped taking it.
1897	It also made me sweat and feel hot a lot more often. 
1898	Inability to orgasm on dosages higher than 75mg a day.
1899	Slight apathy and abscent-mindedness (I make lots of typos, etc).
1900	I still sometimes feel unmotivated on waking up in the morning, but I don't want to increase the dose above 75mg because of the anorgasmia, and the potential difficulties in eventually quitting the drug.
1901	sweating, severe tremors, chest pain, Withdrawl side effects: brain flashes, emotional, irrational, aggressive, angry, diahhorea, stomach cramps, vomiting, unable to relax or sleep- these got better after about 2 weeks, but still hanging around.
1902	lethargic, unusual dreams, yawning, difficulty reaching orgasm.
1903	"I was diagnosed with ""double depression"".Started on 37.5 mg for about 2 weeks, no change, only very sleepy, missed worked, switched to taking at night, uppped to 75mg for a week or two, helped a little bit, I was at an extremely depressed point in my life before I started and it got me back to my ""regular"" state of derpression."
1904	my ONLY side effects have been listed, but mainly unusual vivid dreams.
1905	Shaking, Irritable, Energy, later fatigue, constipation, anxiousness, anxiety attacks, craving sweets, flu like symptoms, ear ache, weak, as if my heart was overly stressed if I done the least little thing.
1906	But by the end of the day I'd b tired and easliy irritated.
1907	EXTREME DRY MOUTH, but not until I was taking it for over 4 years.
1908	sweating,dizziness, severe dry mouth (coughing all night,can't talk without choking),itchy scalp,insomnia, constipation, hard stool, gas, racing thoughts, teeth grinding, agitation, severe loss of short term memory, moments of enhanced colors,tired all the time, blurry vision, extreme sensitivity to light and sound, insomnia and drunk feeling caused weak immune system, brief speedy moments periodically followed by extreme fatigue, one good day followed by three days of needing to sleep 15 hours, light headedness, loss of balance, complete loss of sex drive, void of emotion (And I am a singer songwriter, painter.)
1909	Cannot currently sing due to my arid dry mouth and throat.
1910	Dosed at 35 to start, have built up to 225)  I started out taking Xanax to battle my insominia, but it didn't do much.
1911	At dose 75, I experience moments of bliss, and extreme colors.
1912	Experienced extreme carb craving, and bizarre urge to consume alcohal all the time.
1913	Currently at 225, I am very agitated, dizzy, lightheaded, off balance, emotionless, and one week after I started taking Effexor XR, I saw obvious daily weight gain, bloated stomache constipation, etc And then the financial shock.
1914	Confusion, inability to concentrate, lack of motivation, no sex drive, agitation, incresed blood pressure, chronic constipation, vivid dreams, severe sweating.
1915	On 225 mg This stuff just numbs me out.
1916	It's not that I am not depressed anymore, I just don't care.
1917	Impossible to concentrate, no desire to do anything.
1918	Totally removes sex drive.
1919	weight gain, sexual dysfunction, nausea.
1920	However, I gained 25 pounds on it and this just fueled my depression even more since I was close to being overweight before going on it.
1921	"I got the ""brain zaps"" that other people have mentioned."
1922	I definitely don't think the good outweighs the bad.
1923	The intial dry mouth and headache went away in a few days.
1924	But my blood pressure (which had always been lo or lo normal) rose to 148/80 so I had to discontinue.
1925	Oh, and did I mention the vivid dreams and nightmares.
1926	Brief headache, increased sweating at night.
1927	weight gain, sweating, loss of libido, crave carbs - see additonal comments.
1928	I experienced loss of good judgement and loss of guilt when I started taking effexor xr.
1929	This adversely affected every aspect of my life - personal & financial.
1930	Initially experienced loss of appetite & weight loss.
1931	I also experienced an initial period of emotional numbness by which I mean I didn't feel I was experiencing my emotions normally no matter what it was I was feeling.
1932	Now I find I have extremely vivid & bizarre dreams- some good, some bad.
1933	Sweating has definitely increased as well as heat sensitivity.
1934	I also found that after the initial period of appetite & weight loss, my appetite went back to normal & I have since gained quite a bit of weight.
1935	I haven't experienced any sexual side effects which is a plus but I am really not happy about the weight gain.
1936	not really my self sex drive gone sad things can happen and my tears arent there,my weight gain over the years (5 yrs) 60 lbs now im dibetic and my cholestrol is high in part from being so lazy now from taking this med tried to wean off and i cant do it the side effects are horrible dizzy,my eyes dont work right, nausea.
1937	right now, what I'm dealing with is the inability to climax.
1938	Can get very turned on but just no release!
1939	so far, seems to be helping keep my mood more stable but I do notice a kind of deadening of emotions- I know that was a concern of mine before when I took it.
1940	Dry Mouth,. 
1941	night sweats, very cool sexy vivid dreams, dizziness if I miss a dose, nothing serious compared to the good feeling I have when I take it regularly.
1942	Excessive yawning, with a euphoric feeling each time I yawned, very spaced out, happy in another world, no withdrawal, no weight gain.
1943	Wild, life-like/real dreams; definitely CANNOT skip a dose (wicked headache and dizziness).
1944	The 'broken sleep' however is frustrating.
1945	All that aside, at a remission-type dose (150 mg or less), if i don't start experiencing very unusual health affects, i intend to stay on this drug for a long while.
1946	It helps me immensely, and the side affects are tolerable, as long as i don't provoke them by missing a dose.
1947	dry mouth, anorgasmic At first, strange dreams, meaning very vivid and colorful.
1948	"Also, my appetite used to be more ""normal"" when I started, but now is back to more random eating/snacking."
1949	Even with the side effects, which aren't too bad and more just annoying, I can deal.
1950	Less and less libido and sexual function over the years.
1951	Made my drinking into raging alcoholism.
1952	Too bad about sex, alcohol and tobacco, I enjoyed them all ,but Effexor has really helped me.
1953	Yawning at first, no appetite, fatigue, no sex drive.
1954	Now that I've been on it for a while, I get random tics when at rest that aren't severe enough to really bother me.
1955	My knees shake a bit and my dexterity seem a little impacted going down stairs, but it's worth feeling normal again.
1956	I had pretty mild side effects at first, nothing severe enough to make me want to quit taking it and nothing out of the ordinary.
1957	Totally worth any of the minor side effects I feel now.
1958	Irritability.
1959	This is a great drug with minimal side effects.
1960	Only problem is this med makes me slightly irritable to sounds, sudden talking or disturbances ever so slight as they may be while I'm trying to work.
1961	There's a little bit more lack of concentration on my part which can be mistaken for short attention span because this drug puts me in a state of La La land and it's hard to snap out of it bc it's such a nice place.
1962	Pupils dialated, a little shaky, I started at a low dose and quickly went to a high dose because it wasnt helping.
1963	I had a little bit of a problem falling asleep last night.
1964	Sexual anorgasmia impotence brain zaps. 
1965	vivid dreams, night sweats, loss of appetite, nausea, etc After a few months, the only problem I've really had is headaches.
1966	I can live with a few side effects as long as it cures my depression.
1967	Delayed orgasm.
1968	high cholesterol, sweating, decreased appetite. 
1969	Vivid dreams, lack of any sex drive, constipation, farting, some sleepiness.
1970	I will deal with the side effects any day for how Effexor has changed my life for the better.
1971	I had a headache that lasted about a week.
1972	I also had dizziness and exhaustion, but those went away in a couple of days.
1973	loss of appetite.
1974	Initially I had dizziness and some naseau.
1975	I found taking it at breakfast reduced nausea.
1976	I have found I sweat more on Effexor.
1977	Most annoying side effect is delayed orgasm and sex drive reduction.
1978	Often get restless legs syndrome with Effexor.
1979	Loss of libido, gurning, tiredness, yawning.
1980	started on 37.5mg about 3 years ago, I am now on 225mg, whenever dose is increased I begin to have severe tiredness, sleeping for 12-16 a night!
1981	I also gain weight whenever the dose is incerased, and I have TONS of food cravings.
1982	Nausea, a lil.
1983	"brain ""zapping"" pressure, restless jaw (teeth wanting to grind) and HAPPINESS."
1984	Ive only been on it for 1 day and was a little naucious this morning and my jaw has been wanting to clench down.
1985	So I finally made to decision to start it and hope for the best and it seems like not too many side effects are going to get me.
1986	mild insomnia, poor interactions with alcohol.
1987	After a year or so on this I had more spinal problems and related nerve pain.
1988	I have lots of neck problems (DDD, herniation, stenosis, etc) so I thought the severe pain in my hands and arms was the result of that.
1989	It helped keep migraines at bay and I had tolerable, minimal side effects.
1990	"I had the ""typical"" brain zaps and odd brain feeling, dizziness, anxiety."
1991	During the first week I experienced hot flashes, night sweats, insomnia.
1992	My only continuing side effects are total loss of appetite and continuing problems with insomnia.
1993	The appetite is not a concern because I am quite overweight, it has actually helped me lose 50 lbs over the last six months.
1994	When I increase the dose to 75mg I experience vivid dreams, interrupted sleep, anxiety, irritability and unwarranted anger.
1995	nausea, tremor. 
1996	Terrible night sweats (most nights), non-existent libido, concentration difficulties, unbearable discontinuation syndrome if I miss a tablet.
1997	My moods are stable, but I'm now mildly and continuously depressed because of the two main side effects - lack of libido and bad night sweats.
1998	It's ruining my relationship, and so I'd really like to get off it but am terrified due to the side effects, and not knowing what I'll be like when I'm off it.
1999	It has made my life bearable, but introduced new problems which I never had before.
2000	Headaches, fitful sleeping and takes a while to get going in the morning.
2001	My periods have become irregular and at first were light now quite heavy and lasting a full week.
2002	Intensified anxiety.
2003	Terrible hostile thoughts (short term) and felt could lose control.
2004	Yawning, constipation (short term).
2005	The initial side effects are terrifying but thankfully past experience told me to
2006	While I have been on Effexor, I have identified side effects like asexuality - also, other sexual side effects; including: Ejaculation problems, and reduced climax intensity.
2007	There are also more mild effects on my sleep - Night sweats, and vivid dreaming.
2008	No real side effects besides a little more lethargy/sleepiness than usual.
2009	Brain zaps, excessive yawning, fatigue, increased appetite, vivid sexual dreams, sexual side effects.
2010	It really gave me my life back somewhat, Now I feel I am extremely drowsy at times, hard to stay awake.
2011	I will also get the brain zaps, electrical shocks if I'm just lying in bed.
2012	Reduced libido, some difficulty with ejaculation.
2013	"Some anxiety and ""brain shocks"" for the first day or two."
2014	Typical with effexor XR- Dizzy, jaw tight, teeth grinding.
2015	I have noticed that alcohol has a stronger effect on me now.
2016	loss of appetite.
2017	Vivid dreams/nightmares, possibly some tiredness.
2018	Night sweats, interrupted sleep most nights, seriously dry mouth when I wake up.
2019	But the wooziness!
2020	It's somewhere between dizzy and light headed.
2021	May increase dosage again, but I'm concerned about the wooziness.
2022	Sleep issues, also I now have a harsh edge to my inter-action with others.
2023	I've also lost about 30lbs 240 down to 210lbs (Not that I complaining on that one).
2024	Increased perspiration/Real lack of sexual desire/Tinnitus/Weight gain/Minor joint soreness/Shortness of breath/Some excessive yawning/Constipation/Dry eyes towards end of 24 hour cycle.
2025	I found that if I took it in the morning, I would get very tired after about 6 to 8 hours.
2026	NO sex drive, severe fatigue, sweating, mild jaw clenching.
2027	However, the side effects are awful, but to me it's worth it because after trying Lexapro, Wellbutrin, and Zoloft, this is the only thing that makes me feel better.
2028	I have to take Adderall XR in combination with the Effexor just to keep me awake during the day because if i don't, i absolutely can't function; I will literally just sleep all the time, to the point where it truly can disrupt my life at times.
2029	I had never experienced a fatigue like that before, and it can be very dibilitating.
2030	I have absolutely NO sex drive, but that didn't happen until about a year ago.
2031	I wake up a lot in the morning with my jaw feeling tired and aching, and it never even occured to me that it may have been because of the Effexor (until i came upon this site!).
2032	The sweating is really bad, but i've found a great solution - aerosol deoderant!
2033	Extreme dry mouth, unable to reach orgasm.
2034	Felt a bit sluggish, but after a month or so on the 150mg dose, have overcome that side effect.
2035	The one and ONLY complaint is this horrible taste in my mouth- tastes metallic, and bitter, a secretion under my toungue.
2036	For a week, I had horrible suicidal thoughts and mood swings, which eventually went away.
